bar_id,canonical_bar,song,attribution,iconicity,seq_len,n_models,best_model,plddt_mean,plddt_sd,plddt_best,ptm_mean,ptm_sd,ptm_best,confidence_mean,confidence_best,structural_class
bar_40,"What you think all the goons is for
Two by the door few more out in New York
And I feed 'em curry chicken, I'm all about my green nah me?
Got some fat btchs in the kitchen",Warning,primary,0.2273,130,5,0,0.516321,0.019451,0.540884,0.382412,0.027007,0.435754,0.489539,0.505922,uncertain_protein_like
bar_41,"Is this the thanks that I get for puttin' you bitches on? Is it my fault that all of you bitches gone? Should've sent a thank-you note, you little ho Now I'ma wrap your coffin with a bow",Roman’s Revenge,primary,0.2262,142,5,0,0.464115,0.016292,0.494731,0.363804,0.083976,0.524928,0.444053,0.500770,uncertain_protein_like
bar_42,"Ayo, even if my name was Natalie Nunn, you bitches still couldn't chin-check me
That's word to Chanel, they ain't nothing to see bitches on TV channelin' me",Endless Fashion,featured,0.2259,121,5,0,0.506323,0.043639,0.540999,0.446169,0.025907,0.489573,0.494292,0.529002,uncertain_protein_like
bar_43,"Yo, Patty, give me the gun back
When he say cock it back, gun off safety
Thinkin' 'bout you lately, JoJo and K-Ci
I be on that calm flex, them gyal hasty
Gyal, them want me face, but them",Fallin 4 U,primary,0.2216,139,5,0,0.453784,0.005982,0.458198,0.371615,0.014824,0.394640,0.437350,0.445487,disordered
bar_44,"They know you pop up like jump rope
So if the Queen Sleeze put a bag on it then it’s gun smoke
So we ain’t playing on the innanet
You got bigger fish to fry
That’s why you got a bigger net",My Life,primary,0.2196,144,5,0,0.328836,0.005647,0.335886,0.129135,0.005266,0.135403,0.288896,0.294652,disordered
bar_45,"This a celebration, this is levitation
Look at how you winning now
This took dedication
This is meditation, higher education
This the official, competitor elimination",Champion,primary,0.2193,139,5,0,0.465894,0.007866,0.479012,0.219407,0.006023,0.228230,0.416597,0.427739,disordered
bar_46,"You know radio already tried to blackball a b*
It's all good cause when you a LEGEND, When you legendary,
You shine no matter what",Barbie Goin Bad,primary,0.2078,102,5,0,0.667920,0.037843,0.688414,0.409778,0.041588,0.433349,0.616291,0.637056,confident_protein_like
bar_47,"Look at all the shit that y’all threw at me, and I never dipped. Greatest female rapper to ever live, and that’s on my kid.",Just The Memories,primary,0.2052,93,5,0,0.553066,0.015255,0.570895,0.429747,0.007437,0.440413,0.528402,0.543248,uncertain_protein_like
bar_48,"I remember when I lost everything in a fire
Now I got fire 23′s on my tire
Shout outs to my brothers, Jelani and Macaiah
Thanks to the Messiah, my money getting higher",Top Of The World,primary,0.2019,130,5,0,0.438325,0.002998,0.440958,0.315583,0.004330,0.322217,0.413776,0.416484,disordered
bar_49,"A sea full of sharks and they all smell blood
They start comin' and I start risin'
Must be surprisin', I'm just surmisin'
I win, thrive, soar, higher
Higher, higher, more fire",Fly,primary,0.1953,133,5,0,0.404228,0.013558,0.420893,0.234047,0.009599,0.247391,0.370192,0.386192,disordered
bar_5,everybody wanna try to box me in. suffocatin’ every time it locks me in. paintin' they own pictures then they crop me in.,Fly,primary,0.7451,94,5,0,0.421508,0.007924,0.430726,0.250503,0.017666,0.280568,0.387307,0.392590,disordered
bar_50,"I take the L 'cause I don't want to see my brother lose, Been through it all but I could never fill my mother's shoes. And nah, I don't want no handout I just want my ad-libs to get panned out",Sweetest Girl,primary,0.1942,144,5,0,0.440159,0.011064,0.452470,0.230904,0.011163,0.251409,0.398308,0.412258,disordered
bar_51,"They done went to witch doctors to bury the Barbie
But I double back, kill bitches, bury the body
And that go for anybody, you'll be thoroughly sorry
I could wage war or I come in peace like Gandhi",Ganja Burn,primary,0.193,155,5,0,0.512825,0.024101,0.548330,0.457525,0.103881,0.664591,0.501765,0.536665,uncertain_protein_like
bar_52,Now all the kids want a nicki Minaj book bag bitch I’ve been hot since my part had a zig zag low pink Volvos these bitches are bozo’s,New York Minute (Remix),featured,0.1845,104,5,0,0.525716,0.012271,0.545194,0.439066,0.046437,0.511213,0.508386,0.538398,uncertain_protein_like
bar_53,"Why the fuck I gotta say it tho? You niggas don’t know it yet? Foot ball, touch down on a boeing jet. You my son but I’m just not showing yet, wrist icy BUT IT AINT SNOWING YET",Want Some More,primary,0.1836,132,5,0,0.523214,0.028678,0.544411,0.351929,0.017723,0.380383,0.488957,0.504924,disordered
bar_54,"I live and I learn, but I wait my turn
I'm always on the run, got weight to burn
Ease off the gas, then I make a turn
Three off the pass, they don't play like her",Encore ’07,primary,0.1797,120,5,0,0.383611,0.007068,0.390623,0.196993,0.003971,0.201913,0.346288,0.352182,disordered
bar_55,"Tellin me to come with her,
underneath my comforter,
and she brought a gun with her,
pills and some rum with her.
Took me on the balcony
tellin me to jump with her.",Girl on Fire (Inferno Version),featured,0.1782,127,5,0,0.374742,0.030258,0.427409,0.196220,0.022087,0.232142,0.339038,0.383502,disordered
bar_56,"Body’s hey Wonderland, my face is top-tier. I swear, watch the ice glare. They be like I’m Gucci, but don’t shop there.",IDOL (Remix),featured,0.1735,88,5,0,0.443390,0.013235,0.460587,0.258433,0.025795,0.279550,0.406398,0.422031,disordered
bar_57,"Tell 'em I'm the ninja, Weezy is my Sensei
So I call him Splinter
Faster than a sprinter
Gimme my chopsticks, I'll have these rap bitches for dinner",Gotta Go Hard,primary,0.1713,116,5,0,0.453091,0.009472,0.466101,0.279944,0.019871,0.298829,0.418462,0.430576,disordered
bar_58,"But hey, maybe ill never win, maybe im settlin’
Cant let the devil in, im a comic book heroine
But when the win blows, im so Marilyn",Can Anybody Hear Me?,primary,0.1682,101,5,0,0.550288,0.015833,0.567805,0.437505,0.068000,0.533797,0.527731,0.543998,uncertain_protein_like
bar_59,"If I could turn back the time
Dear God, somehow, could you press rewind?
Won't come when I call, but He just in time
So I come when He call like I'm next in line",Encore ’07,primary,0.1636,121,5,0,0.520369,0.012090,0.541437,0.312023,0.017282,0.341715,0.478700,0.501493,disordered
bar_6,EVERYTHING I TRIED TO TEACH EM THEY GON SEE IT IN TIME TELL THEM BITCHES GET A STICK IM DONE LEADING THE BLIND,I’m The Best,primary,0.7394,88,5,0,0.631071,0.011965,0.644125,0.511871,0.022199,0.539468,0.607231,0.619889,confident_protein_like
bar_60,"Cause m*therf*ckers know I put the hex on b!tches, I f*ck a b!tch over like I'm Sex!ng b!tches, Tic-tac-toe, then I put the X on b!tches, Point game, I score, who's next, you b!tches?",Mercy,featured,0.1622,129,5,0,0.343867,0.004890,0.348910,0.177506,0.012215,0.190022,0.310595,0.317133,disordered
bar_61,"See, the difference is I run businesses
If I ain't employ you, then what yo' business is? I'll have staff roll up like, What the business is?",Red Ruby Da Sleeze,primary,0.1621,107,5,0,0.430754,0.006815,0.439569,0.283400,0.013083,0.303044,0.401283,0.412264,disordered
bar_62,"I catch rec of recreation, so I exceed all your expectations. Bitches ain’t got it in ‘em, I kill ‘em and then I skin ‘em. The contract was signed but I am the addendum",Blazin,primary,0.1565,127,5,0,0.460884,0.011116,0.476732,0.323368,0.010042,0.337881,0.433380,0.448962,disordered
bar_63,"I dumb my raps down, so I don't lose these bitches
Say some sex shit like, ""Wetter than jacuzzi bitches""",Baddest Bitch,primary,0.1527,80,5,0,0.533279,0.012560,0.544385,0.282780,0.022761,0.323169,0.483179,0.492789,disordered
bar_64,"Had to come off IG so they can't stalk me
All they do is copy looks, steal music, too
Wanted to see what bitches do when they lose the blueprint",Barbie Tingz,primary,0.1526,112,5,0,0.412717,0.008751,0.424846,0.244970,0.015586,0.270817,0.379168,0.394040,disordered
bar_65,"She saw somethin' in me that til this day I don't know if I could be that, But I'ma die trying and when I'm done crying Grab the iron, and black out like I'm retiring",Autobiography,primary,0.152,125,5,0,0.467846,0.014357,0.483531,0.325581,0.054069,0.428190,0.439393,0.472463,uncertain_protein_like
bar_66,"That’s why I call you buzz light year, cause by the time you start buzzing, bitch you gonna have white hair, paparazzi was a fright scare, when I landed out in London, it was looking like Mike, dear",Roman In Moscow,primary,0.1514,154,5,0,0.492871,0.014297,0.520838,0.334901,0.020803,0.357417,0.461277,0.488154,disordered
bar_67,"The one who came to take claim of this heart
Cold-hearted, shame you'll remain just a frame in the dark",Grand Piano,primary,0.1502,81,5,0,0.568163,0.025115,0.593467,0.435162,0.007859,0.446046,0.541563,0.561808,uncertain_protein_like
bar_68,"Wait, oh, let me see your phone cause all them bitches is Rachet. And don’t let me get in my truck cause all them bitches’ll catch it.",Right By My Side,primary,0.1462,102,5,0,0.566097,0.007185,0.577740,0.478382,0.014181,0.490562,0.548554,0.560304,uncertain_protein_like
bar_69,"I’m Big Willie no Bike Gear
I told you Btches last year I’m a rap Btch nightmare
That’s why I call you buzz light year
‘Cause by the time you start buzzin bitch you gon have white hair",Roman In Moscow,primary,0.1422,143,5,0,0.436643,0.006743,0.449062,0.296152,0.006948,0.302752,0.408545,0.419800,disordered
bar_7,You see I live for the bill I die for the bill I still make sure I read the bi to the ble and every time I write I’m precise in my skill it’s more to life than just ice in your grill,Sweetest Girl,primary,0.7308,138,5,0,0.351158,0.015846,0.380423,0.224213,0.012512,0.246493,0.325769,0.347561,disordered
bar_70,"When i fly, it’s one letter and one number, You wack hoes could get hot for one summer, After that the queen still reign here, I’m Santa Claus to these hoes without a reindeer.",I Am Your Leader,primary,0.1394,136,5,0,0.468406,0.009326,0.477547,0.265154,0.021352,0.296779,0.427756,0.440502,disordered
bar_71,"I keep a bar like Esco. I want a ball, where the nets go??? I’m on stage you can stand where the guests go,,,, bitches is my son’s. They don’t wanna leave the nest though.",You Already Know,featured,0.1394,123,5,0,0.465319,0.014447,0.487123,0.386756,0.121063,0.625133,0.449607,0.487618,uncertain_protein_like
bar_72,"To raise a child… it might take a village
But I wouldn’t know cause these bitches my sons yea they was and they still is",Danny Glover (Second Remix),featured,0.1382,94,5,0,0.407820,0.003369,0.411763,0.220282,0.004282,0.225498,0.370312,0.373501,disordered
bar_73,"Go against me, where your suicide letter? bitch wanna kill theyself then I let her! Soon as he say its go time, I get her, Told that bitch bow down when I met her",I Admit,featured,0.138,124,5,0,0.534090,0.003412,0.538731,0.394838,0.041959,0.473917,0.506239,0.523061,uncertain_protein_like
bar_74,"I just figured if you saw me, if you looked in my eyes You'd remember our connection and be freed from the lies",Bed of Lies,primary,0.1375,87,5,0,0.503542,0.013688,0.517351,0.333340,0.029712,0.363404,0.469502,0.484158,disordered
bar_75,"Don't fuck with people for being autistic
Instead, prove your worth, Nicki, suck on this dick
Sorry if my nut makes you choke
But neurodivergence isn't a joke",FEFE,featured,0.1364,126,5,0,0.496496,0.001735,0.498533,0.362772,0.007723,0.375196,0.469751,0.472042,disordered
bar_76,"let’s be real all you bitches wanna look like me, wanna be in demand get booked like me, wanna run up in the lab and cook like me",Barbie Tingz,primary,0.1188,99,5,0,0.532314,0.006028,0.541348,0.375975,0.039597,0.446983,0.501046,0.513202,uncertain_protein_like
bar_77,"Man this shtt that we be fighting over
So irrelevant
Ion even remember tho
I was prolly hella bent let’s go",Moment 4 Life,primary,0.1187,86,5,0,0.691217,0.002062,0.694916,0.487123,0.002243,0.489115,0.650398,0.653699,confident_protein_like
bar_78,"I'm not from Trinidad, not from Detroit
Shut the fuck up, if you want to exploit
A person's mind state isn't your humor
You've become a rap version of tumors",Shooters (Demo Remix),featured,0.1186,122,5,0,0.430548,0.014994,0.447861,0.232260,0.016419,0.251470,0.390890,0.405869,disordered
bar_79,Man I’m birthin these artists and I’m starting to show I feel freeeee I feel freedom I feel freedommmm why they mad! You should see them. Burn a L cause it’s crazy in here!,Freedom,primary,0.1082,133,5,0,0.490686,0.013479,0.512000,0.329584,0.046534,0.412497,0.458466,0.492099,uncertain_protein_like
bar_8,"I will retire with the ring
And I will retire with the crown, yes
No, I'm not lucky, I'm blessed, yes
Clap for the heavyweight champ, me
But I couldn't do it all alone, we",Moment 4 Life,primary,0.7108,128,5,0,0.578531,0.011370,0.589808,0.427859,0.011647,0.449461,0.548397,0.557465,uncertain_protein_like
bar_80,"I drove for miles just to find you and find myself, all these screams, all these voices in my head, you gave me strength gave me hope for a lifetime, I never was satisfied.",Save Me,primary,0.1068,134,5,0,0.470468,0.016865,0.487526,0.356640,0.017209,0.375127,0.447703,0.462395,disordered
bar_81,"Everyday a Queen you slept on,
I’m not talking about your mattress,but um
You the type of player I press eject on!",Nip Tuck,primary,0.1052,89,5,0,0.499671,0.012634,0.511288,0.262994,0.011156,0.282681,0.452335,0.465567,disordered
bar_82,"A bitch been sittin' back, just lettin' you bitches lie
Throwin' your likkle shots, I've been lettin' them slide 
Me against you, you know who they gon' decide
Tryin' to be down, application denied",Bahm Bahm,primary,0.105,152,5,0,0.403336,0.011045,0.423590,0.288259,0.028896,0.323693,0.380321,0.403610,disordered
bar_83,"Out in Tokyo, they calling me Nicki-san
Everywhere you go, they calling you Nicki's son
Coupes and trucks
Money bags Scrooge McDuck",Born Stunna (Remix),featured,0.1046,106,5,0,0.431020,0.018169,0.459457,0.297146,0.047334,0.377500,0.404245,0.431884,disordered
bar_84,"While you was trying to pull me down I leveled up
I leveled up twice, I leveled up three times
He tapped 'em and told 'em, She's mine
So even when I cried I knew I'd be fine",I’m Getting Ready,featured,0.1046,130,5,0,0.431531,0.007757,0.442238,0.216797,0.018157,0.238164,0.388585,0.401423,disordered
bar_9,"And everything I peeped, can't just unsee… Sips tea, and it's unsweet… Respect bad gyal when mi done speak",the light is coming,featured,0.7073,82,5,0,0.450841,0.007763,0.461036,0.234129,0.018788,0.251815,0.407499,0.417797,disordered
